age,gender,education_level,years_experience,job_title,performance_score,industry,city,previous_companies,remote_worker,salary
35,Male,PhD,18.3,JobRole_12,4.1,Finance,Raleigh,1,No,115762.98
39,Male,Bachelors,20.2,JobRole_14,4.8,Healthcare,New York,3,Yes,133203.92
30,Male,Bachelors,10.2,JobRole_1,3.8,Tech,San Francisco,4,No,127400.82
36,Female,Bachelors,11.0,JobRole_3,3.3,Tech,Seattle,3,No,111445.71
44,Female,Masters,18.9,JobRole_2,4.3,Healthcare,Miami,5,Yes,107627.5
28,Male,HighSchool,8.2,JobRole_10,1.7,Healthcare,Raleigh,0,Yes,56621.34
25,Female,Bachelors,7.6,JobRole_15,4.2,Retail,Dallas,1,No,65349.27
25,Male,Masters,9.0,JobRole_11,3.0,Retail,Denver,2,No,87850.53
26,Male,Bachelors,3.3,JobRole_6,3.6,Tech,Seattle,1,No,86390.21
40,Male,Bachelors,15.5,JobRole_8,3.8,Healthcare,San Francisco,1,No,118559.9
24,Male,,6.8,JobRole_6,3.8,Healthcare,Austin,2,No,81080.16
33,Male,Masters,10.6,JobRole_4,3.9,Finance,Atlanta,4,Yes,103333.75
40,Male,Masters,15.3,JobRole_3,3.1,Tech,Chicago,3,Yes,123691.58
39,Male,Bachelors,17.5,JobRole_4,3.4,Healthcare,Atlanta,3,Yes,104082.86
32,Female,Masters,10.5,JobRole_13,3.0,Retail,San Francisco,0,No,137142.48
37,Male,Masters,21.0,JobRole_8,3.6,Tech,San Francisco,3,Yes,156801.98
36,Female,Bachelors,18.6,JobRole_9,2.5,Healthcare,Chicago,6,Yes,112028.45
34,Female,Bachelors,11.8,JobRole_8,1.6,Tech,Raleigh,2,Yes,78026.99
34,Female,HighSchool,18.2,JobRole_9,4.2,Tech,Seattle,1,Yes,111295.69
53,Female,Masters,33.4,JobRole_8,5.0,Tech,Denver,4,No,141233.85
42,Male,Masters,25.2,JobRole_13,3.1,Tech,Austin,2,Yes,135245.16
55,Male,Masters,39.0,JobRole_5,4.9,Retail,Atlanta,2,Yes,124970.49
32,Female,Bachelors,11.2,JobRole_5,2.6,Finance,Chicago,2,Yes,95170.19
35,Male,Bachelors,16.7,JobRole_1,3.8,Retail,New York,3,No,102059.58
25,Female,Bachelors,3.8,JobRole_8,4.0,Retail,San Francisco,1,No,85889.26
29,Female,Masters,,JobRole_11,5.0,Tech,Dallas,0,Yes,104428.03
51,Female,Bachelors,31.3,JobRole_2,4.3,Finance,New York,3,No,142626.69
31,Female,HighSchool,13.9,JobRole_6,2.8,Tech,San Francisco,2,Yes,113864.6
51,Other,Bachelors,35.6,JobRole_6,4.3,Tech,Miami,2,No,118090.34
26,Female,Bachelors,7.6,JobRole_12,3.7,Tech,Denver,1,Yes,68638.25
27,Male,Bachelors,6.7,JobRole_10,5.0,Healthcare,New York,0,Yes,126148.73
33,Female,Masters,12.8,JobRole_4,5.0,Tech,Atlanta,2,No,99974.58
35,Male,Bachelors,6.1,JobRole_9,4.1,Retail,Atlanta,2,No,60038.55
43,Male,Bachelors,20.9,JobRole_3,3.5,Tech,Atlanta,3,Yes,98775.1
39,Female,Bachelors,21.8,JobRole_8,4.1,Tech,Dallas,3,No,96914.64
32,Male,Bachelors,14.9,JobRole_2,2.8,Finance,Raleigh,2,Yes,85413.38
34,Male,PhD,11.8,JobRole_5,3.0,Retail,Chicago,3,Yes,100617.32
33,Male,Bachelors,13.5,JobRole_13,4.7,Healthcare,Denver,4,No,109079.74
28,Female,HighSchool,7.4,JobRole_13,4.3,Tech,Dallas,3,No,86860.25
28,Male,PhD,10.1,JobRole_15,4.1,Tech,Seattle,1,Yes,139489.06
44,Female,Bachelors,30.6,JobRole_15,3.8,Retail,Raleigh,0,No,78563.46
21,Male,Masters,3.1,JobRole_15,,Tech,Miami,2,Yes,87651.15
48,Female,Bachelors,26.0,JobRole_6,4.0,Tech,Atlanta,3,Yes,96830.72
33,Female,Bachelors,12.8,JobRole_2,2.9,Tech,Atlanta,0,No,89091.06
29,Male,Bachelors,13.2,JobRole_7,3.0,Healthcare,Dallas,2,Yes,80232.69
41,Male,Bachelors,16.8,JobRole_15,4.3,Healthcare,Boston,0,Yes,108367.32
47,Male,Masters,25.2,JobRole_11,5.0,Tech,Miami,1,Yes,129907.67
44,Female,Masters,26.1,JobRole_11,4.0,Tech,Atlanta,2,No,111159.48
40,Female,Bachelors,23.9,JobRole_5,4.2,Healthcare,Dallas,3,Yes,98528.81
44,Female,HighSchool,25.8,JobRole_10,3.2,Tech,Denver,1,Yes,117672.18
22,Male,Masters,0.2,JobRole_13,2.7,Healthcare,Miami,6,No,90078.65
31,Female,Bachelors,12.6,JobRole_4,3.6,Tech,Los Angeles,2,Yes,107314.72
28,Female,Bachelors,9.2,JobRole_4,1.6,Tech,Dallas,0,No,84343.86
45,Female,Bachelors,26.1,JobRole_2,3.2,Finance,Austin,2,No,92290.03
32,Female,Bachelors,11.7,JobRole_12,4.2,Tech,Boston,1,No,89180.02
42,Male,Bachelors,22.2,JobRole_9,5.0,Tech,San Francisco,4,No,156265.95
40,Male,Bachelors,17.3,JobRole_1,4.2,Tech,Boston,1,No,128466.17
29,Female,Bachelors,16.4,JobRole_1,3.2,Finance,New York,0,Yes,131012.25
31,Female,Masters,11.5,JobRole_4,2.7,Healthcare,San Francisco,0,Yes,122560.77
46,Female,Bachelors,27.6,JobRole_3,3.9,Healthcare,Raleigh,1,No,88874.2
29,Male,Bachelors,8.3,JobRole_9,3.5,Finance,New York,1,No,123672.1
36,Male,Bachelors,18.5,JobRole_13,3.2,Healthcare,Raleigh,2,Yes,92879.56
29,Male,Masters,5.1,JobRole_7,4.2,Finance,Denver,2,No,96645.87
33,Male,,7.8,JobRole_11,,Finance,Chicago,2,No,79723.42
35,Female,Bachelors,14.9,JobRole_2,3.2,Tech,Chicago,0,Yes,84424.18
29,Female,Masters,15.2,JobRole_4,3.5,Tech,Miami,3,No,113545.53
28,Male,Bachelors,11.6,JobRole_5,5.0,Finance,Atlanta,3,No,98377.15
38,Male,Bachelors,15.6,JobRole_10,4.5,Finance,New York,4,No,135691.79
29,Male,PhD,10.5,JobRole_12,4.0,Finance,San Francisco,3,No,154944.87
29,Male,Bachelors,7.1,JobRole_14,4.2,Healthcare,Boston,3,No,94925.32
28,Female,Bachelors,9.3,JobRole_4,3.8,Tech,Austin,1,Yes,92843.48
35,Female,Bachelors,16.5,JobRole_13,4.0,Tech,Austin,2,Yes,117875.15
43,Male,Masters,25.8,JobRole_14,3.9,Tech,Denver,4,Yes,129572.51
48,Female,Bachelors,23.3,JobRole_4,5.0,Finance,New York,3,No,135404.4
30,Female,Masters,6.2,JobRole_4,3.7,Finance,San Francisco,2,No,142400.9
53,Female,Masters,32.8,JobRole_8,3.8,Tech,New York,2,No,161773.56
27,Male,Bachelors,3.9,JobRole_7,,Tech,Raleigh,4,No,67306.47
44,Female,Masters,20.7,JobRole_4,3.8,Finance,Raleigh,3,Yes,104746.86
30,Male,Bachelors,10.8,JobRole_11,3.6,Tech,Raleigh,3,No,90448.5
29,Male,Bachelors,6.3,JobRole_1,3.4,Tech,Atlanta,0,Yes,101860.6
30,Male,Bachelors,16.8,JobRole_6,5.0,Tech,Raleigh,6,Yes,85435.64
35,Male,Bachelors,13.4,JobRole_5,3.6,Retail,Los Angeles,2,No,99535.87
40,Male,Bachelors,19.2,JobRole_11,4.1,Healthcare,Raleigh,1,No,99514.15
41,Male,Bachelors,21.9,JobRole_5,1.8,Finance,Austin,1,No,104428.71
28,Male,Bachelors,3.5,JobRole_11,3.4,Tech,Dallas,4,No,93298.55
28,Female,Bachelors,9.5,JobRole_15,3.8,Tech,Miami,6,No,86890.93
28,Female,Masters,9.0,JobRole_12,4.8,Tech,Atlanta,2,No,79562.59
35,Male,Bachelors,14.0,JobRole_15,4.3,Healthcare,Dallas,1,No,82049.49
34,Female,Masters,14.8,JobRole_6,3.7,Tech,Dallas,0,No,90301.89
28,Female,Masters,9.3,JobRole_12,3.5,Healthcare,Chicago,2,No,78846.58
38,Female,Bachelors,22.3,JobRole_8,2.1,Tech,Denver,0,No,97767.38
54,Male,Bachelors,41.5,JobRole_6,3.9,Healthcare,Boston,2,No,130199.4
31,Female,Bachelors,7.8,JobRole_14,3.7,Tech,Raleigh,4,Yes,95024.78
32,Female,Masters,8.1,JobRole_6,1.9,Retail,Dallas,3,No,72466.63
40,Female,Bachelors,20.3,JobRole_7,4.2,Retail,New York,0,Yes,110906.65
31,Male,Bachelors,4.8,JobRole_11,4.6,Retail,Raleigh,3,Yes,77749.79
41,Male,HighSchool,22.9,JobRole_8,5.0,Tech,Dallas,4,Yes,95901.8
30,Female,Bachelors,10.3,JobRole_4,3.1,Tech,Atlanta,1,Yes,82725.12
50,Male,Bachelors,31.1,JobRole_7,5.0,Retail,Boston,4,No,122144.26
38,Male,HighSchool,17.1,JobRole_8,3.7,Tech,Austin,1,No,87611.71
31,Male,Bachelors,11.8,JobRole_6,2.9,Retail,Denver,3,No,76553.47
31,Female,Masters,12.4,JobRole_9,3.4,Finance,New York,2,Yes,139021.7
31,Female,PhD,11.6,JobRole_13,3.7,Finance,Los Angeles,1,Yes,128598.37
46,Male,Bachelors,22.0,JobRole_6,2.2,Healthcare,Seattle,0,Yes,105041.55
25,Female,Masters,5.5,JobRole_4,4.4,Finance,Chicago,3,Yes,76787.09
30,Male,Masters,15.6,JobRole_14,2.3,Retail,New York,3,Yes,122474.37
31,Female,HighSchool,11.7,JobRole_6,3.5,Tech,Seattle,0,No,73195.98
35,Female,Bachelors,15.4,JobRole_2,4.6,Healthcare,Dallas,5,No,71616.96
33,Female,Masters,17.7,JobRole_11,3.8,Healthcare,Miami,3,No,116497.97
24,Female,Bachelors,1.8,JobRole_8,3.9,Tech,Miami,1,Yes,71804.1
32,Male,Masters,14.7,JobRole_14,4.8,Finance,Raleigh,1,Yes,93202.21
35,Female,Bachelors,13.4,JobRole_11,4.4,Finance,Miami,5,No,93503.64
30,Male,HighSchool,13.3,JobRole_6,,Tech,Los Angeles,0,No,88056.3
41,Female,Bachelors,23.4,JobRole_4,5.0,Finance,San Francisco,3,Yes,154210.64
43,Female,Bachelors,21.8,JobRole_7,2.8,Tech,Los Angeles,2,Yes,104297.85
35,Female,Bachelors,14.2,JobRole_15,4.1,Finance,Los Angeles,2,No,110348.59
37,Male,Bachelors,19.9,JobRole_8,4.4,Tech,Atlanta,1,No,85177.05
21,Female,Bachelors,0.0,JobRole_3,2.0,Healthcare,Miami,2,No,63410.55
32,Male,Bachelors,,JobRole_10,3.2,Tech,Boston,3,No,116251.57
44,Male,HighSchool,25.9,JobRole_3,3.2,Tech,Miami,1,Yes,102648.04
32,Female,Masters,11.1,JobRole_10,3.7,Tech,Raleigh,1,Yes,87286.84
30,Male,Bachelors,10.4,JobRole_3,3.4,Finance,Denver,1,Yes,96698.49
54,Female,Masters,27.9,JobRole_3,5.0,Retail,Miami,0,No,90602.39
50,Male,,27.4,JobRole_2,5.0,Tech,Miami,2,No,121037.65
39,Male,Bachelors,21.0,JobRole_5,4.2,Tech,Seattle,1,Yes,149774.13
45,Female,HighSchool,22.7,JobRole_6,3.9,Healthcare,San Francisco,3,No,102735.99
21,Male,Masters,0.0,JobRole_1,1.6,Tech,New York,4,No,108221.47
29,Male,Masters,12.2,JobRole_6,2.3,Tech,Boston,3,No,112235.91
32,Female,HighSchool,13.5,JobRole_7,4.1,Healthcare,Dallas,3,No,61559.22
34,Male,Masters,10.7,JobRole_2,3.8,Tech,Miami,3,No,108752.82
32,Female,HighSchool,12.4,JobRole_1,2.3,Tech,Atlanta,2,No,58379.93
21,Male,HighSchool,0.0,JobRole_7,3.9,Tech,Austin,4,No,77163.97
39,Female,Bachelors,18.5,JobRole_6,3.5,Retail,Los Angeles,1,Yes,76395.52
40,Female,HighSchool,20.5,JobRole_14,3.0,Healthcare,Dallas,2,No,78970.75
48,Female,PhD,25.6,JobRole_3,4.2,Finance,Los Angeles,3,No,146529.25
29,Male,Masters,11.2,JobRole_13,4.1,Healthcare,San Francisco,1,No,140675.59
29,Female,Bachelors,11.7,JobRole_2,3.2,Healthcare,New York,0,No,100705.42
21,Female,HighSchool,1.8,JobRole_13,4.0,Tech,Denver,3,No,88838.11
33,Female,Bachelors,14.2,JobRole_2,3.1,Tech,Austin,5,No,104776.48
43,Male,Bachelors,18.6,JobRole_14,3.4,Tech,Denver,2,Yes,117965.44
31,Female,Bachelors,15.1,JobRole_12,1.8,Finance,Denver,4,Yes,83397.59
53,Female,Bachelors,32.7,JobRole_2,4.5,Tech,Los Angeles,1,Yes,136474.62
33,Male,Bachelors,10.2,JobRole_8,2.3,Tech,New York,0,Yes,129011.0
37,Male,Bachelors,17.4,JobRole_1,3.0,Finance,Chicago,3,Yes,105844.11
25,Female,Masters,7.2,JobRole_12,3.2,Healthcare,San Francisco,4,Yes,116900.72
38,Male,Masters,19.5,JobRole_3,4.8,Finance,Boston,1,Yes,139554.53
21,Female,Bachelors,0.0,JobRole_8,3.0,Retail,Austin,2,Yes,44749.1
41,Female,Bachelors,23.3,JobRole_6,4.9,Tech,Dallas,0,Yes,107215.56
41,Female,HighSchool,20.8,JobRole_7,2.7,Retail,New York,1,No,85116.1
46,Male,Bachelors,27.5,JobRole_2,4.5,Tech,Boston,1,Yes,112917.05
27,Male,Masters,4.6,JobRole_14,4.2,Healthcare,San Francisco,1,No,122206.68
37,Female,Bachelors,20.1,JobRole_9,3.8,Retail,Seattle,1,No,103502.67
40,Male,Bachelors,20.5,JobRole_7,4.8,Healthcare,Raleigh,0,No,81110.61
39,Female,Bachelors,22.6,JobRole_3,3.7,Finance,Raleigh,4,Yes,91641.96
29,Male,Masters,4.4,JobRole_9,3.6,Tech,Los Angeles,3,No,124892.77
21,Male,Bachelors,0.0,JobRole_3,1.2,Retail,Austin,2,No,48810.25
38,Male,Bachelors,17.3,JobRole_14,3.4,Healthcare,Los Angeles,5,Yes,116333.99
34,Male,Masters,18.4,JobRole_10,3.0,Healthcare,Raleigh,3,No,81270.73
31,Female,Bachelors,16.9,JobRole_8,4.6,Finance,Los Angeles,3,Yes,115345.15
42,Male,Bachelors,19.3,JobRole_15,4.5,Finance,Chicago,2,Yes,90594.01
35,Male,Bachelors,15.2,JobRole_7,4.7,Tech,Raleigh,3,No,83411.65
25,Male,Masters,5.5,JobRole_15,1.7,Tech,Seattle,0,No,96289.97
21,Male,Masters,3.2,JobRole_13,3.6,Finance,Dallas,3,No,114082.22
26,Male,Bachelors,8.7,JobRole_3,3.9,Tech,Denver,2,Yes,98951.49
55,Female,HighSchool,31.7,JobRole_15,2.7,Healthcare,Dallas,1,No,91202.52
41,Male,Bachelors,21.2,JobRole_14,2.8,Retail,Austin,4,No,97126.96
37,Male,Bachelors,11.0,JobRole_5,5.0,Tech,New York,2,Yes,153938.29
34,Male,HighSchool,16.4,JobRole_7,4.4,Healthcare,New York,0,No,98689.01
34,Other,Bachelors,13.0,JobRole_3,3.4,Retail,San Francisco,3,No,95863.56
45,Male,HighSchool,21.4,JobRole_13,4.8,Healthcare,San Francisco,3,No,138878.11
32,Male,PhD,13.0,JobRole_2,2.8,Tech,San Francisco,4,No,158786.84
40,Female,HighSchool,18.9,JobRole_9,4.1,Healthcare,Atlanta,4,Yes,75884.7
33,Female,Bachelors,16.8,JobRole_2,4.4,Tech,Seattle,2,No,111912.09
51,Male,Bachelors,28.3,JobRole_3,3.0,Retail,Los Angeles,0,No,111731.63
41,Male,Bachelors,27.7,JobRole_15,3.3,Tech,Miami,4,No,108717.55
45,Female,HighSchool,27.6,JobRole_12,4.1,Tech,Raleigh,1,No,89205.24
31,Male,Bachelors,14.9,JobRole_1,4.7,Finance,Miami,6,Yes,100581.57
44,Female,Masters,20.9,JobRole_15,5.0,Tech,Boston,1,No,120728.85
33,Female,PhD,18.4,JobRole_13,5.0,Tech,Miami,2,No,134593.53
36,Male,Bachelors,12.4,JobRole_1,4.3,Tech,Raleigh,2,No,72677.86
49,Male,HighSchool,28.4,JobRole_1,4.2,Tech,Los Angeles,0,No,120290.18
27,Male,HighSchool,10.9,JobRole_15,5.0,Tech,Los Angeles,2,No,110278.8
37,Female,Masters,18.5,JobRole_10,4.1,Tech,Chicago,3,Yes,128906.36
39,Male,Bachelors,15.3,JobRole_3,4.3,Finance,Boston,1,No,108581.69
40,Male,Bachelors,23.4,JobRole_14,4.9,Tech,Atlanta,5,Yes,109765.78
32,Female,PhD,13.0,JobRole_6,3.0,Healthcare,Los Angeles,4,No,107923.67
52,Other,Masters,30.8,JobRole_10,5.0,Healthcare,Raleigh,0,No,114010.17
25,Male,Masters,0.4,JobRole_3,2.7,Finance,San Francisco,0,No,120262.07
47,Female,Masters,28.3,JobRole_4,4.9,Tech,Denver,0,Yes,134472.0
45,Male,Bachelors,24.5,JobRole_2,4.9,Finance,New York,4,Yes,145077.42
51,Male,Masters,31.5,JobRole_7,4.7,Finance,Boston,1,Yes,144740.36
23,Male,Bachelors,0.0,JobRole_4,3.6,Finance,Seattle,1,No,75582.14
29,Male,PhD,7.7,JobRole_11,4.8,Tech,Boston,0,Yes,150112.41
47,Male,Bachelors,28.4,JobRole_1,2.9,Retail,Raleigh,4,Yes,86702.38
21,Male,Bachelors,6.6,JobRole_4,3.2,Retail,Dallas,1,Yes,61837.52
23,Female,Bachelors,2.4,JobRole_4,2.8,Retail,Dallas,2,No,56606.04
32,Female,HighSchool,16.3,JobRole_15,3.7,Tech,Denver,4,Yes,86205.16
37,Female,Bachelors,19.4,JobRole_11,3.8,Healthcare,Dallas,3,No,96729.4
48,Male,Bachelors,28.7,JobRole_3,4.0,Tech,San Francisco,2,Yes,166891.19
34,Male,Bachelors,11.0,JobRole_8,5.0,Retail,Denver,0,No,72404.57
31,Male,Bachelors,8.1,JobRole_7,3.2,Tech,New York,1,Yes,109157.95
38,Female,Bachelors,19.9,JobRole_10,3.8,Tech,Austin,6,Yes,117657.83
39,Female,HighSchool,17.4,JobRole_10,5.0,Finance,Chicago,1,No,87527.01
39,Male,Bachelors,17.2,JobRole_3,4.5,Tech,Denver,2,Yes,114610.84
34,Male,Masters,13.5,JobRole_4,4.1,Tech,Chicago,1,No,105421.56
21,Male,Bachelors,0.5,JobRole_8,4.6,Healthcare,Seattle,1,No,75472.42
28,Male,Bachelors,10.7,JobRole_15,2.9,Healthcare,Austin,2,Yes,85854.97
47,Male,Bachelors,25.5,JobRole_13,5.0,Finance,New York,3,Yes,170374.44
37,Female,Masters,19.4,JobRole_10,5.0,Tech,Atlanta,1,No,117951.75
33,Female,Bachelors,14.3,JobRole_3,5.0,Healthcare,Atlanta,3,No,81883.76
44,Male,HighSchool,19.0,JobRole_5,4.3,Retail,Miami,2,No,81722.14
26,Male,Masters,6.9,JobRole_5,3.2,Healthcare,Los Angeles,3,No,110594.28
34,Other,Masters,6.0,JobRole_15,4.5,Finance,Dallas,1,No,94180.09
37,Male,Masters,14.3,JobRole_5,2.8,Tech,Boston,3,No,131541.52
32,Male,Bachelors,13.4,JobRole_5,4.3,Retail,Raleigh,4,No,65377.88
36,Male,Masters,16.0,JobRole_9,4.2,Retail,Seattle,3,Yes,118518.92
34,Male,Bachelors,8.7,JobRole_10,3.9,Tech,San Francisco,2,No,134863.55
24,Male,Masters,0.6,JobRole_13,3.4,Healthcare,Chicago,3,No,105644.65
37,Female,Masters,9.2,JobRole_5,4.9,Tech,Austin,3,Yes,114874.16
25,Male,Masters,1.0,JobRole_15,3.9,Tech,New York,1,No,116905.11
37,Male,Bachelors,18.7,JobRole_11,4.6,Tech,Dallas,1,Yes,109243.96
46,Female,Masters,24.3,JobRole_14,4.1,Tech,Los Angeles,3,No,134762.02
33,Male,HighSchool,13.5,JobRole_11,4.7,Tech,New York,3,Yes,140990.09
26,Female,HighSchool,6.0,JobRole_14,3.3,Tech,New York,1,Yes,91654.98
34,Female,,14.1,JobRole_9,2.8,Finance,Raleigh,4,Yes,85879.14
29,Male,Bachelors,12.1,JobRole_13,3.3,Tech,Denver,2,Yes,103265.95
40,Female,Bachelors,19.4,JobRole_9,3.4,Finance,Denver,1,No,94780.62
34,Male,Bachelors,16.7,JobRole_15,2.0,Tech,Denver,5,No,104066.25
49,Other,HighSchool,21.6,JobRole_14,4.0,Tech,Austin,3,Yes,92790.61
45,Male,Bachelors,28.3,JobRole_15,3.0,Tech,Raleigh,2,Yes,97674.43
34,Other,Masters,10.1,JobRole_11,3.4,Finance,Los Angeles,2,Yes,126127.57
41,Female,Masters,17.8,JobRole_14,3.9,Healthcare,Denver,3,No,117828.13
32,Male,Bachelors,9.9,JobRole_10,3.1,Healthcare,Atlanta,0,No,79763.59
36,Male,PhD,19.3,JobRole_12,4.0,Tech,New York,4,No,161865.32
33,Other,Bachelors,10.3,JobRole_4,3.5,Finance,Dallas,2,No,74384.15
42,Female,Masters,20.0,JobRole_14,3.1,Healthcare,Los Angeles,2,Yes,116717.59
47,Male,Bachelors,24.1,JobRole_9,3.4,Tech,Austin,6,No,116106.74
42,Female,PhD,22.8,JobRole_11,4.5,Finance,Dallas,2,Yes,137407.98
43,Male,,25.2,JobRole_15,4.4,Tech,Seattle,4,Yes,139922.07
43,Male,Bachelors,28.1,JobRole_12,5.0,Retail,Chicago,1,No,100314.79
40,Male,Bachelors,27.2,JobRole_13,3.5,Tech,Chicago,3,Yes,119549.22
26,Male,Bachelors,8.0,JobRole_2,3.4,Retail,Denver,5,Yes,64846.0
49,Female,Bachelors,30.1,JobRole_3,3.6,Tech,Chicago,2,No,122816.96
50,Male,Bachelors,26.3,JobRole_1,3.2,Retail,Miami,3,No,91837.19
34,Female,Bachelors,19.7,JobRole_15,3.3,Finance,Dallas,4,No,98511.75
33,Male,Bachelors,13.6,JobRole_11,3.1,Tech,San Francisco,2,No,154998.33
40,Male,Bachelors,19.1,JobRole_7,4.0,Tech,Boston,4,Yes,127488.3
40,Male,Masters,21.2,JobRole_10,3.4,Healthcare,Miami,3,No,113093.09
34,Male,Masters,12.1,JobRole_14,3.3,Retail,Los Angeles,1,No,117074.47
25,Male,HighSchool,0.0,JobRole_11,2.9,Retail,Seattle,1,No,76336.68
38,Male,Bachelors,19.7,JobRole_14,,Retail,Dallas,1,Yes,78401.08
40,Female,HighSchool,24.0,JobRole_9,3.8,Tech,Atlanta,0,No,94168.95
41,Male,HighSchool,22.7,JobRole_13,5.0,Tech,Seattle,1,No,134455.97
38,Male,Bachelors,18.0,JobRole_3,4.2,Healthcare,Dallas,2,No,80733.56
33,Male,Masters,13.0,JobRole_8,4.2,Tech,Miami,2,Yes,109047.95
43,Female,Masters,23.5,JobRole_1,2.4,Healthcare,Chicago,1,No,98682.31
36,Female,Bachelors,16.4,JobRole_6,3.8,Finance,New York,2,No,108195.55
32,Male,Bachelors,11.8,JobRole_6,3.1,Healthcare,Austin,1,No,84039.81
34,Male,Masters,14.1,JobRole_5,4.0,Tech,Miami,1,Yes,115343.83
22,Male,PhD,6.7,JobRole_4,,Retail,New York,1,Yes,128878.23
34,Female,Masters,15.4,JobRole_3,3.8,Tech,Atlanta,1,Yes,108177.79
41,Male,HighSchool,21.3,JobRole_13,3.8,Retail,Miami,2,No,75872.31
38,Male,Bachelors,20.0,JobRole_14,3.8,Finance,Miami,2,Yes,113153.15
48,Male,HighSchool,30.0,JobRole_4,3.9,Tech,New York,4,No,150502.56
33,Male,Bachelors,15.8,JobRole_7,2.1,Healthcare,Denver,2,Yes,93902.67
39,Male,Masters,16.7,JobRole_14,3.6,Finance,Austin,5,No,119355.88
42,Female,Bachelors,20.6,JobRole_7,3.1,Tech,Raleigh,1,No,80510.19
54,Male,Masters,31.6,JobRole_3,2.3,Finance,New York,2,Yes,179923.67
37,Female,Bachelors,19.3,JobRole_11,4.1,Tech,Los Angeles,1,Yes,136862.44
27,Male,PhD,9.2,JobRole_10,2.3,Healthcare,Raleigh,2,Yes,96681.41
42,Male,HighSchool,18.2,JobRole_3,3.9,Tech,Miami,5,Yes,96945.3
50,Female,HighSchool,31.2,JobRole_3,3.6,Finance,Austin,1,No,114133.69
33,Male,Bachelors,17.1,JobRole_5,2.8,Healthcare,Miami,2,No,96242.62
42,Female,HighSchool,21.3,JobRole_1,4.5,Tech,Atlanta,1,No,76079.96
45,Male,Masters,25.9,JobRole_10,4.5,Tech,New York,2,Yes,181660.16
44,Male,HighSchool,26.2,JobRole_11,4.5,Tech,Raleigh,1,Yes,97452.99
37,Female,,13.0,JobRole_13,3.3,Finance,Denver,0,No,102808.73
30,Male,HighSchool,10.5,JobRole_14,2.8,Tech,San Francisco,3,No,101051.49
35,Female,Bachelors,18.8,JobRole_15,3.4,Tech,Dallas,3,Yes,94885.54
39,Male,Masters,17.2,JobRole_14,3.7,Tech,Miami,2,No,119515.29
43,Female,PhD,25.5,JobRole_7,2.9,Finance,Austin,1,Yes,115844.0
38,Male,Bachelors,18.1,JobRole_13,4.2,Tech,Seattle,1,Yes,139759.07
32,Male,PhD,10.0,JobRole_8,4.8,Healthcare,Atlanta,1,No,111508.24
40,Female,Bachelors,19.7,JobRole_7,3.6,Healthcare,Austin,3,No,92022.37
42,Female,Bachelors,20.4,JobRole_8,3.9,Tech,Boston,3,No,117427.38
39,Female,Masters,16.3,JobRole_9,5.0,Healthcare,Dallas,2,No,101017.26
29,Female,Bachelors,8.2,JobRole_4,4.1,Tech,Seattle,4,No,96378.29
34,Female,Bachelors,14.2,JobRole_3,4.0,Tech,Raleigh,2,No,95319.51
43,Male,Bachelors,22.5,JobRole_7,3.5,Tech,New York,2,Yes,139096.23
24,Male,Bachelors,3.2,JobRole_12,4.3,Tech,Denver,1,Yes,83676.45
21,Male,HighSchool,1.7,JobRole_9,3.5,Finance,Atlanta,1,No,58681.59
48,Male,HighSchool,29.6,JobRole_13,4.3,Retail,Denver,2,No,90476.38
40,Male,Masters,16.6,JobRole_12,1.7,Tech,Miami,1,No,91526.59
40,Male,Bachelors,19.2,JobRole_9,4.7,Healthcare,Seattle,1,No,110484.36
27,Male,Bachelors,1.1,JobRole_12,3.5,Finance,San Francisco,4,No,105756.81
41,Female,Masters,20.5,JobRole_8,3.4,Tech,New York,2,No,150995.21
38,Male,Bachelors,18.5,JobRole_14,4.6,Retail,Miami,1,Yes,89229.77
23,Male,Masters,4.7,JobRole_13,3.8,Tech,Raleigh,1,No,99975.86
47,Male,Masters,27.5,JobRole_3,4.8,Tech,Los Angeles,3,No,163089.3
37,Female,Masters,18.6,JobRole_6,3.3,Finance,Atlanta,3,Yes,104261.75
32,Female,Bachelors,12.2,JobRole_14,3.3,Tech,New York,2,Yes,120468.46
32,Female,Bachelors,10.0,JobRole_2,3.3,Healthcare,Chicago,2,No,76406.76
21,Male,Bachelors,0.0,JobRole_6,2.7,Tech,Atlanta,1,Yes,59778.55
40,Male,Bachelors,19.2,JobRole_5,3.7,Finance,Dallas,2,Yes,102988.04
38,Male,Bachelors,15.7,JobRole_15,4.4,Healthcare,Austin,4,No,89560.32
34,Male,Bachelors,13.6,JobRole_4,3.1,Tech,Boston,3,No,119928.11
46,Male,Bachelors,24.5,JobRole_3,4.3,Finance,Raleigh,5,No,104803.1
24,Male,HighSchool,5.3,JobRole_8,1.9,Finance,Denver,1,Yes,82899.47
31,Male,Bachelors,11.1,JobRole_10,4.0,Finance,Boston,2,No,110656.04
29,Female,Masters,10.3,JobRole_6,4.0,Tech,Miami,0,No,82063.31
33,Female,HighSchool,14.3,JobRole_9,3.4,Finance,Boston,4,No,88564.19
36,Male,Bachelors,15.5,JobRole_3,3.3,Tech,Raleigh,2,Yes,79712.73
39,Male,Bachelors,18.6,JobRole_5,4.6,Finance,Austin,2,No,123677.85
33,Male,Bachelors,14.5,JobRole_4,2.9,Finance,Los Angeles,1,Yes,109835.09
